reconstruction_id,fragment_count,confidence,output_file
21,12,0.9613382298595713,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_021.bin
22,30,0.9917169540229885,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_022.bin
23,14,0.9670961538461539,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_023.bin
24,12,0.9899166666666667,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_024.bin
25,2,0.995,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_025.bin
26,8,0.9870357142857143,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_026.bin
27,6,0.9609809523809524,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_027.bin
28,16,0.9958722222222222,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_028.bin
29,35,0.9934660364145659,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_029.bin
30,40,0.9902017704517704,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_030.bin
31,11,0.985367261904762,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_031.bin
32,27,0.9944317765567765,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_032.bin
33,4,0.9734583333333333,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_033.bin
34,9,0.9836736111111111,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_034.bin
35,10,0.9810191798941799,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_035.bin
36,5,0.9843958333333334,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_036.bin
37,8,0.9779039115646259,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_037.bin
38,2,0.992,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_038.bin
39,8,0.9811547619047619,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_039.bin
40,12,0.9920508658008658,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_040.bin
41,15,0.9928928571428571,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_041.bin
42,7,0.9854186991869919,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_042.bin
43,5,0.9509970238095238,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_043.bin
44,22,0.9859013605442176,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_044.bin
45,12,0.9953409090909091,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_045.bin
46,34,0.9937169913419914,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_046.bin
47,11,0.9886458333333333,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_047.bin
48,12,0.9798382034632035,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_048.bin
49,9,0.9849806547619047,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_049.bin
50,8,0.9921547619047618,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_050.bin
51,10,0.991062862950058,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_051.bin
52,6,0.9879024390243902,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_052.bin
53,34,0.9874166666666666,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_053.bin
54,18,0.9814019607843136,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_054.bin
55,34,0.9824036796536797,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_055.bin
56,30,0.9765108784893267,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_056.bin
57,9,0.975391369047619,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_057.bin
58,6,0.9296393437862951,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_058.bin
59,21,0.98626875,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_059.bin
60,7,0.9786736111111111,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_060.bin
61,14,0.9836630036630035,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_061.bin
62,19,0.9709886664261664,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_062.bin
63,34,0.9930093795093795,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_063.bin
64,8,0.9665326793318954,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_064.bin
65,8,0.9795357142857143,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_065.bin
66,14,0.9802733739837398,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_066.bin
67,5,0.9419241071428572,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_067.bin
68,5,0.9389613821138212,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_068.bin
69,6,0.9810024390243901,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_069.bin
70,5,0.974110119047619,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_070.bin
71,8,0.9816029326364691,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_071.bin
72,9,0.967563988095238,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_072.bin
73,15,0.9650453593299849,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_073.bin
74,4,0.9727499999999999,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_074.bin
75,10,0.9846759259259259,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_075.bin
76,6,0.984525,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_076.bin
77,9,0.9803958333333334,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_077.bin
78,17,0.9757120898664343,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_078.bin
79,10,0.9807319023569023,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_079.bin
80,4,0.9524722222222222,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_080.bin
81,2,0.9716666666666667,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_081.bin
82,4,0.9738253968253968,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_082.bin
83,8,0.9834821428571429,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_083.bin
84,19,0.9858740079365078,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_084.bin
85,8,0.9610824829931973,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_085.bin
86,10,0.9789351851851852,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_086.bin
87,12,0.9748969045859289,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_087.bin
88,7,0.9743750483933411,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_088.bin
89,14,0.9731193613297271,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_089.bin
90,7,0.9762916666666667,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_090.bin
91,13,0.9661359126984127,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_091.bin
92,15,0.9748116496598639,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_092.bin
93,8,0.9651930272108844,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_093.bin
94,21,0.9886690476190477,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_094.bin
95,14,0.9690846267553586,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_095.bin
96,10,0.9653657407407407,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_096.bin
97,13,0.9725927579365078,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_097.bin
98,12,0.9875043554006968,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_098.bin
99,16,0.983388888888889,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_099.bin
100,8,0.9811241911398705,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_100.bin
101,11,0.9755262195121951,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_101.bin
102,7,0.9639940476190475,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_102.bin
103,11,0.9744880952380953,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_103.bin
104,9,0.9463728041521486,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_104.bin
105,14,0.971092055302421,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_105.bin
106,12,0.9748438214901628,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_106.bin
107,8,0.9755264020242242,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_107.bin
108,6,0.966991724738676,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_108.bin
109,7,0.9682679539295393,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_109.bin
110,14,0.9732283133533132,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_110.bin
111,8,0.9632849054255848,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_111.bin
112,12,0.9686636266849682,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_112.bin
113,8,0.9833588850174214,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_113.bin
114,9,0.9675245898664344,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_114.bin
115,6,0.95685,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_115.bin
116,10,0.9711230158730157,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_116.bin
117,5,0.9190887896825397,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_117.bin
118,5,0.9587361837011228,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_118.bin
119,28,0.9940864197530864,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_119.bin
120,9,0.9449434523809523,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_120.bin
121,10,0.9484067460317459,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_121.bin
122,13,0.9467096652500616,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_122.bin
123,13,0.969912912149955,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_123.bin
124,2,0.9156607142857144,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_124.bin
125,11,0.9605982723577237,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_125.bin
126,10,0.9580361351611351,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_126.bin
127,14,0.9675004578754579,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_127.bin
128,12,0.9526309295840892,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_128.bin
129,6,0.9368377204096715,D:\Project-Files\Web Development Projects\ReFrag AI\refrag-ai\ml\reconstructed\reconstructed_129.bin
