fragment_id,fragment_file,source_file,source_category,file_type,extension,offset,size_bytes,is_header,is_footer,fragment_index,total_fragments,sha256
FRAG_000071,FRAG_000071.bin,sample_jpeg_009.jpeg,jpeg,jpeg,.jpeg,4096,4096,False,False,1,8,cc165afa017506f46d8544c4653ee1655df712a533494807e46eb14ca1c1efe9
FRAG_000072,FRAG_000072.bin,sample_jpeg_009.jpeg,jpeg,jpeg,.jpeg,8192,4096,False,False,2,8,4d3ea8cec42e75a86edb7896cc3c4f75dff1c3beb9b942baeaf28562e8efb4ef
FRAG_000073,FRAG_000073.bin,sample_jpeg_009.jpeg,jpeg,jpeg,.jpeg,12288,4096,False,False,3,8,e0fa703a877ec4bdd84b250d80b6c8a8aafd8ffd7bf9bf4aef60e52fa255acf6
FRAG_000074,FRAG_000074.bin,sample_jpeg_009.jpeg,jpeg,jpeg,.jpeg,16384,4096,False,False,4,8,3a2743e47a4ff6d18672ae3a3c649dad0b1ae5168dc89615106ad48119dbf851
FRAG_000075,FRAG_000075.bin,sample_jpeg_009.jpeg,jpeg,jpeg,.jpeg,20480,4096,False,False,5,8,82c3c5b256fef46b6fe40dce56d9d0df68fe9568fefee0eec240758cf1c14a5a
FRAG_000076,FRAG_000076.bin,sample_jpeg_009.jpeg,jpeg,jpeg,.jpeg,24576,4096,False,False,6,8,d16e7bfcbee0f35c1d74b5213d168eda95319d570a8e47eca37f8796aea6d16b
FRAG_000077,FRAG_000077.bin,sample_jpeg_009.jpeg,jpeg,jpeg,.jpeg,28672,2421,False,True,7,8,ff025b14b9538224cc7c21f58963e5b0b3c46f63efe4fe9d9f93023a9fb615ad
FRAG_000078,FRAG_000078.bin,sample_jpeg_010.jpg,jpeg,jpeg,.jpg,0,4096,True,False,0,14,c641333497b2610d0ebe569ff8342e88b937c49effa534d8dcfdc14edb6ff53d
FRAG_000079,FRAG_000079.bin,sample_jpeg_010.jpg,jpeg,jpeg,.jpg,4096,4096,False,False,1,14,589ce19c08c6596622f69214abdafaff5421d657f6eed4fa3c9498ce5e8580d9
FRAG_000080,FRAG_000080.bin,sample_jpeg_010.jpg,jpeg,jpeg,.jpg,8192,4096,False,False,2,14,3d58b7d4bfe75164a6ecc9da5cf2fcf4e96f69344a27636a24fb60e52f59fbbc
FRAG_000081,FRAG_000081.bin,sample_jpeg_010.jpg,jpeg,jpeg,.jpg,12288,4096,False,False,3,14,a32838b929dba9cc2494276efaa30923bc29b99a51d1c3219300c0ca2e71625c
FRAG_000082,FRAG_000082.bin,sample_jpeg_010.jpg,jpeg,jpeg,.jpg,16384,4096,False,False,4,14,e31f478ac38e60ae6e93f8ccbdae2c5df3333a575b84ed0d5106168deab325db
FRAG_000083,FRAG_000083.bin,sample_jpeg_010.jpg,jpeg,jpeg,.jpg,20480,4096,False,False,5,14,0d9d7eb7efc0e09726b2151e0f739cc5efc029e4c5a02d72c89ee415081c1b8f
FRAG_000084,FRAG_000084.bin,sample_jpeg_010.jpg,jpeg,jpeg,.jpg,24576,4096,False,False,6,14,0d0c6b856372f25865535ebaa53896367c797191b86a0e07a87e57921e64fc10
FRAG_000085,FRAG_000085.bin,sample_jpeg_010.jpg,jpeg,jpeg,.jpg,28672,4096,False,False,7,14,305bd06aefad8c3699ac1c23bd81ecf17a4f89ae1af8c3d0fe3b9ea2a2545b90
FRAG_000086,FRAG_000086.bin,sample_jpeg_010.jpg,jpeg,jpeg,.jpg,32768,4096,False,False,8,14,300881e857bc8fd383a3a49a0c17207c74d55d6b2a68bd8625ce63939eccc38c
FRAG_000087,FRAG_000087.bin,sample_jpeg_010.jpg,jpeg,jpeg,.jpg,36864,4096,False,False,9,14,37b1c8245127e309a04276589c6613902281873515df4ba01561ad8fbcb7c116
FRAG_000088,FRAG_000088.bin,sample_jpeg_010.jpg,jpeg,jpeg,.jpg,40960,4096,False,False,10,14,33338fb1ff7ae73a65851459783be2792f73992e2816ba2d23ad2908fb4d3ba4
FRAG_000089,FRAG_000089.bin,sample_jpeg_010.jpg,jpeg,jpeg,.jpg,45056,4096,False,False,11,14,cf04e224879cd4c4f1f8e149ff8b04af3150d622be853f52463105c66d42ac76
FRAG_000090,FRAG_000090.bin,sample_jpeg_010.jpg,jpeg,jpeg,.jpg,49152,4096,False,False,12,14,cc97fb26f4f05676ee35c82445ec5dd481f83e34bf461f58ab64dc631bf1fe14
FRAG_000091,FRAG_000091.bin,sample_jpeg_010.jpg,jpeg,jpeg,.jpg,53248,3565,False,True,13,14,77497aa4e5f2ecc3dfd754fefbff24da30b583eb759c69d64b63d6196b5294fd
FRAG_000092,FRAG_000092.bin,sample_jpeg_011.jpeg,jpeg,jpeg,.jpeg,0,4096,True,False,0,7,d3ef6ce8ca5a1fcad3c4f0fc2299f1005d1865953a96985d78e4684862c588be
FRAG_000093,FRAG_000093.bin,sample_jpeg_011.jpeg,jpeg,jpeg,.jpeg,4096,4096,False,False,1,7,56e2086b2c1a103ad086050509bfc02a3abc8b797f0aff32a3133e253d37adcb
FRAG_000094,FRAG_000094.bin,sample_jpeg_011.jpeg,jpeg,jpeg,.jpeg,8192,4096,False,False,2,7,f2a2a9022ab048d876905f4e8f3b538b1490df156c8ab632790964e3fd8b1a20
FRAG_000095,FRAG_000095.bin,sample_jpeg_011.jpeg,jpeg,jpeg,.jpeg,12288,4096,False,False,3,7,2ba92d3a72b3690c67f43f4d28ffd66eefbeaf3f653c84801b1ab30c8786a93b
FRAG_000096,FRAG_000096.bin,sample_jpeg_011.jpeg,jpeg,jpeg,.jpeg,16384,4096,False,False,4,7,bc90b29c810f16ccd9211cd113df45df200c596b3705a34a5f528932de049cea
FRAG_000097,FRAG_000097.bin,sample_jpeg_011.jpeg,jpeg,jpeg,.jpeg,20480,4096,False,False,5,7,897291986d8edd688f8777010ea14de7a528abc87ffc952916848829fadc0915
FRAG_000098,FRAG_000098.bin,sample_jpeg_011.jpeg,jpeg,jpeg,.jpeg,24576,1087,False,True,6,7,b01996767573cb4280a91217d87492098445c5952d8085bd7af4cf39e15dbf44
FRAG_000099,FRAG_000099.bin,sample_jpeg_012.jpg,jpeg,jpeg,.jpg,0,4096,True,False,0,13,f5d9dd3445b664d3231137f601364f453d876b011d0f8b8d1f93a04fd6d3b6eb
FRAG_000100,FRAG_000100.bin,sample_jpeg_012.jpg,jpeg,jpeg,.jpg,4096,4096,False,False,1,13,e52924a2f0c87a7095054c685e27374f96d9beed285caeba011b5fdc69a078ca
FRAG_000101,FRAG_000101.bin,sample_jpeg_012.jpg,jpeg,jpeg,.jpg,8192,4096,False,False,2,13,4b7cdc91a2817c13355d0aadc60489a6a70b20469f5df1acd28c9f9f9b090de4
FRAG_000102,FRAG_000102.bin,sample_jpeg_012.jpg,jpeg,jpeg,.jpg,12288,4096,False,False,3,13,d43e288ef4c828da1902324df5fa517db4375eb9b0cdf849c8975961d58424ae
FRAG_000103,FRAG_000103.bin,sample_jpeg_012.jpg,jpeg,jpeg,.jpg,16384,4096,False,False,4,13,d6063f2aa9ec6795e1dce3d8ea0f14084251c68d658ddc067fea3ca0bd790665
FRAG_000104,FRAG_000104.bin,sample_jpeg_012.jpg,jpeg,jpeg,.jpg,20480,4096,False,False,5,13,5cb8d28a2372775843f289067ba71cc1da34e5c35f953cd01eca79b4c50f0929
FRAG_000105,FRAG_000105.bin,sample_jpeg_012.jpg,jpeg,jpeg,.jpg,24576,4096,False,False,6,13,f0b2f2e0edd687e1fc6c6b4c7bd3986e5955fa355ba669a5bcf738ebcd4d73e1
FRAG_000106,FRAG_000106.bin,sample_jpeg_012.jpg,jpeg,jpeg,.jpg,28672,4096,False,False,7,13,4036029223a5156914edfbac4d2c6ee368cab779e0df5ec31653286d2e015e73
FRAG_000107,FRAG_000107.bin,sample_jpeg_012.jpg,jpeg,jpeg,.jpg,32768,4096,False,False,8,13,e352d0a27faf754ef36666329b85168eaa220e62110475d7cbafa77b43536961
FRAG_000108,FRAG_000108.bin,sample_jpeg_012.jpg,jpeg,jpeg,.jpg,36864,4096,False,False,9,13,c1c79bd3298f4d5881e5391d2b6b3e9438f4283dd53f1aa2f6ab779ac1447f22
FRAG_000109,FRAG_000109.bin,sample_jpeg_012.jpg,jpeg,jpeg,.jpg,40960,4096,False,False,10,13,5d9bc294cf6ec45d2eb304cfcd9c26580f3f1be15d21d90eb5a77f959a06927b
FRAG_000110,FRAG_000110.bin,sample_jpeg_012.jpg,jpeg,jpeg,.jpg,45056,4096,False,False,11,13,0a2fe4884d3792ab84b531a35ba3f9f93675893831e8e813ba0d8f93cb81d8dc
FRAG_000111,FRAG_000111.bin,sample_jpeg_012.jpg,jpeg,jpeg,.jpg,49152,458,False,True,12,13,2e5bbab3701e8da36873cc4f47e7dcb4085928860261092c5cbfd018f5323fda
FRAG_000112,FRAG_000112.bin,sample_jpeg_013.jpeg,jpeg,jpeg,.jpeg,0,4096,True,False,0,9,b5e873b97146e974d450e62a23206162c49a72feff8d7a8356cf66ebb8b8d0f0
FRAG_000113,FRAG_000113.bin,sample_jpeg_013.jpeg,jpeg,jpeg,.jpeg,4096,4096,False,False,1,9,f84add80554c934e6c7a230dbc7d0b5e0a156bcf07f129d5b5a792a6071c5c57
FRAG_000114,FRAG_000114.bin,sample_jpeg_013.jpeg,jpeg,jpeg,.jpeg,8192,4096,False,False,2,9,3d1e2ec0c6dcc154e1fc6961519eeb5a13922b28336c5c93b763e493d56ad59a
FRAG_000115,FRAG_000115.bin,sample_jpeg_013.jpeg,jpeg,jpeg,.jpeg,12288,4096,False,False,3,9,7a045bd6e29a4c7f8ec515fe4a6c862201b05f97a79f8628a4c4ba1334a539d5
FRAG_000116,FRAG_000116.bin,sample_jpeg_013.jpeg,jpeg,jpeg,.jpeg,16384,4096,False,False,4,9,58f01f7b93d5ae04f7a7b47cea1a600beb8665b4a3ad1d5397b515db2803374f
FRAG_000117,FRAG_000117.bin,sample_jpeg_013.jpeg,jpeg,jpeg,.jpeg,20480,4096,False,False,5,9,27330e5ba3d274e7573fdd141c20e1467fd2975b6577e7a2f1b5a8e38ea64081
FRAG_000118,FRAG_000118.bin,sample_jpeg_013.jpeg,jpeg,jpeg,.jpeg,24576,4096,False,False,6,9,23e778d29dfc3348f8eb184e19b0625085c7c42b95ec8d143d126d0d8b871a4f
FRAG_000119,FRAG_000119.bin,sample_jpeg_013.jpeg,jpeg,jpeg,.jpeg,28672,4096,False,False,7,9,d5ace5392926c3267686cea7b33526d58c5d54ff1890959140d905acdc026efe
FRAG_000120,FRAG_000120.bin,sample_jpeg_013.jpeg,jpeg,jpeg,.jpeg,32768,3282,False,True,8,9,f4966fa463abde329c12d2f6ffac024d4b13b8e601c16bb7e0cc17b3c6a2f62b
FRAG_000121,FRAG_000121.bin,sample_jpeg_014.jpeg,jpeg,jpeg,.jpeg,0,4096,True,False,0,4,db9b3c126af6a1426fca77b1562e0408db9781763469a977751a789f092604d1
FRAG_000122,FRAG_000122.bin,sample_jpeg_014.jpeg,jpeg,jpeg,.jpeg,4096,4096,False,False,1,4,64117ce55f7e8aed1f24daf74795bb1a0d61ecc8c1e86143958db0cf667461f6
FRAG_000123,FRAG_000123.bin,sample_jpeg_014.jpeg,jpeg,jpeg,.jpeg,8192,4096,False,False,2,4,44692c86f91272ae9daca1c253db6f26a14aef7f3213e376d6a8a45716b32d7b
FRAG_000124,FRAG_000124.bin,sample_jpeg_014.jpeg,jpeg,jpeg,.jpeg,12288,3491,False,True,3,4,8727138341e9caf7eb9203f2e4e1d07bec768b991f38a8ba6c40f0eb277f3075
FRAG_000125,FRAG_000125.bin,sample_jpeg_015.jpeg,jpeg,jpeg,.jpeg,0,4096,True,False,0,15,bab5bacc6352f7864d1d8e2747f8327a0111457eaabd249ffdbb7d4b8b6d2745
FRAG_000126,FRAG_000126.bin,sample_jpeg_015.jpeg,jpeg,jpeg,.jpeg,4096,4096,False,False,1,15,4ec2a0a2d237e5e6ea49073decf03a6cac2e49e995e1587905aaa09f0eb70ae5
FRAG_000127,FRAG_000127.bin,sample_jpeg_015.jpeg,jpeg,jpeg,.jpeg,8192,4096,False,False,2,15,114d87f64ac10df61b24442db6c02949656f8a310cbad796b30844da770a7e02
FRAG_000128,FRAG_000128.bin,sample_jpeg_015.jpeg,jpeg,jpeg,.jpeg,12288,4096,False,False,3,15,9c741c360831432cff4351a70aaa348e14ffb36caae84429288ec6d4ae4ca926
FRAG_000129,FRAG_000129.bin,sample_jpeg_015.jpeg,jpeg,jpeg,.jpeg,16384,4096,False,False,4,15,ed0cbd972d586527c76faa1d6336dbf9226c2b550d11023129256d9407293ca3
FRAG_000130,FRAG_000130.bin,sample_jpeg_015.jpeg,jpeg,jpeg,.jpeg,20480,4096,False,False,5,15,f1c389abad43bb430be11e1bdcbd6d0f1790913b06b8997c0542921bf781e63c
