pair_id,frag_a_id,frag_b_id,frag_a_file,frag_b_file,source_a,source_b,type_a,type_b,index_a,index_b,is_header_a,is_footer_b,label,pair_type
PAIR_POS_000330,FRAG_000360,FRAG_000361,FRAG_000360.bin,FRAG_000361.bin,sample_pdf_006.pdf,sample_pdf_006.pdf,pdf,pdf,12,13,0,0,1,consecutive_neighbor
PAIR_NEG_000777,FRAG_000739,FRAG_001184,FRAG_000739.bin,FRAG_001184.bin,sample_pdf_022.pdf,sample_text_012.log,pdf,text,19,10,0,0,0,negative_diff_type
PAIR_NEG_000264,FRAG_001539,FRAG_001550,FRAG_001539.bin,FRAG_001550.bin,sample_zip_016.zip,sample_zip_017.zip,zip,zip,9,6,0,0,0,negative_same_type
PAIR_NEG_001025,FRAG_001024,FRAG_000147,FRAG_001024.bin,FRAG_000147.bin,sample_png_025.png,sample_jpeg_016.jpeg,png,jpeg,13,7,0,1,0,negative_diff_type
PAIR_NEG_000643,FRAG_000977,FRAG_000812,FRAG_000977.bin,FRAG_000812.bin,sample_png_021.png,sample_png_003.png,png,png,3,3,0,0,0,negative_same_type
PAIR_NEG_000158,FRAG_001467,FRAG_001500,FRAG_001467.bin,FRAG_001500.bin,sample_zip_011.zip,sample_zip_013.zip,zip,zip,4,10,0,0,0,negative_same_type
PAIR_NEG_000535,FRAG_001234,FRAG_001198,FRAG_001234.bin,FRAG_001198.bin,sample_text_015.json,sample_text_014.txt,text,text,29,1,0,0,0,negative_same_type
PAIR_NEG_000464,FRAG_000106,FRAG_000091,FRAG_000106.bin,FRAG_000091.bin,sample_jpeg_012.jpg,sample_jpeg_010.jpg,jpeg,jpeg,7,13,0,1,0,negative_same_type
PAIR_NEG_001115,FRAG_000113,FRAG_001239,FRAG_000113.bin,FRAG_001239.bin,sample_jpeg_013.jpeg,sample_text_016.json,jpeg,text,1,1,0,0,0,negative_diff_type
PAIR_NEG_000855,FRAG_000024,FRAG_001577,FRAG_000024.bin,FRAG_001577.bin,sample_jpeg_002.jpeg,sample_zip_020.zip,jpeg,zip,10,1,0,0,0,negative_diff_type
PAIR_NEG_001375,FRAG_000738,FRAG_001286,FRAG_000738.bin,FRAG_001286.bin,sample_pdf_022.pdf,sample_text_018.csv,pdf,text,18,9,0,1,0,negative_diff_type
PAIR_POS_001334,FRAG_001441,FRAG_001442,FRAG_001441.bin,FRAG_001442.bin,sample_zip_008.zip,sample_zip_008.zip,zip,zip,9,10,0,0,1,consecutive_neighbor
PAIR_POS_000363,FRAG_000395,FRAG_000396,FRAG_000395.bin,FRAG_000396.bin,sample_pdf_008.pdf,sample_pdf_008.pdf,pdf,pdf,5,6,0,0,1,consecutive_neighbor
PAIR_POS_000053,FRAG_000060,FRAG_000061,FRAG_000060.bin,FRAG_000061.bin,sample_jpeg_008.jpeg,sample_jpeg_008.jpeg,jpeg,jpeg,1,2,0,0,1,consecutive_neighbor
PAIR_NEG_000349,FRAG_001018,FRAG_000844,FRAG_001018.bin,FRAG_000844.bin,sample_png_025.png,sample_png_006.png,png,png,7,9,0,0,0,negative_same_type
PAIR_POS_001343,FRAG_001451,FRAG_001452,FRAG_001451.bin,FRAG_001452.bin,sample_zip_009.zip,sample_zip_009.zip,zip,zip,7,8,0,0,1,consecutive_neighbor
PAIR_POS_001029,FRAG_001111,FRAG_001112,FRAG_001111.bin,FRAG_001112.bin,sample_text_008.json,sample_text_008.json,text,text,3,4,0,0,1,consecutive_neighbor
PAIR_POS_001080,FRAG_001165,FRAG_001166,FRAG_001165.bin,FRAG_001166.bin,sample_text_011.json,sample_text_011.json,text,text,18,19,0,0,1,consecutive_neighbor
PAIR_NEG_001435,FRAG_001339,FRAG_001636,FRAG_001339.bin,FRAG_001636.bin,sample_text_023.csv,sample_zip_025.zip,text,zip,2,13,0,0,0,negative_diff_type
PAIR_NEG_001354,FRAG_001469,FRAG_000825,FRAG_001469.bin,FRAG_000825.bin,sample_zip_011.zip,sample_png_004.png,zip,png,6,10,0,0,0,negative_diff_type
PAIR_POS_001494,FRAG_001617,FRAG_001618,FRAG_001617.bin,FRAG_001618.bin,sample_zip_024.zip,sample_zip_024.zip,zip,zip,0,1,1,0,1,consecutive_neighbor
PAIR_NEG_000910,FRAG_000057,FRAG_000926,FRAG_000057.bin,FRAG_000926.bin,sample_jpeg_007.jpg,sample_png_015.png,jpeg,png,4,4,0,1,0,negative_diff_type
PAIR_POS_001375,FRAG_001486,FRAG_001487,FRAG_001486.bin,FRAG_001487.bin,sample_zip_012.zip,sample_zip_012.zip,zip,zip,4,5,0,0,1,consecutive_neighbor
PAIR_NEG_000276,FRAG_000147,FRAG_000073,FRAG_000147.bin,FRAG_000073.bin,sample_jpeg_016.jpeg,sample_jpeg_009.jpeg,jpeg,jpeg,7,3,0,0,0,negative_same_type
PAIR_POS_001369,FRAG_001479,FRAG_001480,FRAG_001479.bin,FRAG_001480.bin,sample_zip_011.zip,sample_zip_011.zip,zip,zip,16,17,0,0,1,consecutive_neighbor
PAIR_POS_000041,FRAG_000045,FRAG_000046,FRAG_000045.bin,FRAG_000046.bin,sample_jpeg_005.jpg,sample_jpeg_005.jpg,jpeg,jpeg,3,4,0,0,1,consecutive_neighbor
PAIR_NEG_001427,FRAG_001573,FRAG_000984,FRAG_001573.bin,FRAG_000984.bin,sample_zip_019.zip,sample_png_021.png,zip,png,5,10,0,0,0,negative_diff_type
PAIR_NEG_000090,FRAG_001420,FRAG_001395,FRAG_001420.bin,FRAG_001395.bin,sample_zip_006.zip,sample_zip_004.zip,zip,zip,10,0,0,0,0,negative_same_type
PAIR_NEG_000179,FRAG_000063,FRAG_000122,FRAG_000063.bin,FRAG_000122.bin,sample_jpeg_008.jpeg,sample_jpeg_014.jpeg,jpeg,jpeg,4,1,0,0,0,negative_same_type
PAIR_NEG_000203,FRAG_000053,FRAG_000214,FRAG_000053.bin,FRAG_000214.bin,sample_jpeg_007.jpg,sample_jpeg_025.jpg,jpeg,jpeg,0,0,1,0,0,negative_same_type
PAIR_NEG_000986,FRAG_001016,FRAG_000109,FRAG_001016.bin,FRAG_000109.bin,sample_png_025.png,sample_jpeg_012.jpg,png,jpeg,5,10,0,0,0,negative_diff_type
PAIR_NEG_001047,FRAG_001259,FRAG_000987,FRAG_001259.bin,FRAG_000987.bin,sample_text_016.json,sample_png_021.png,text,png,21,13,0,1,0,negative_diff_type
PAIR_POS_001379,FRAG_001491,FRAG_001492,FRAG_001491.bin,FRAG_001492.bin,sample_zip_013.zip,sample_zip_013.zip,zip,zip,1,2,0,0,1,consecutive_neighbor
PAIR_NEG_001030,FRAG_001484,FRAG_001189,FRAG_001484.bin,FRAG_001189.bin,sample_zip_012.zip,sample_text_013.csv,zip,text,2,1,0,0,0,negative_diff_type
PAIR_NEG_001142,FRAG_000210,FRAG_001292,FRAG_000210.bin,FRAG_001292.bin,sample_jpeg_024.jpeg,sample_text_019.txt,jpeg,text,5,5,0,0,0,negative_diff_type
PAIR_NEG_000046,FRAG_001498,FRAG_001375,FRAG_001498.bin,FRAG_001375.bin,sample_zip_013.zip,sample_zip_001.zip,zip,zip,8,5,0,0,0,negative_same_type
PAIR_POS_001317,FRAG_001422,FRAG_001423,FRAG_001422.bin,FRAG_001423.bin,sample_zip_006.zip,sample_zip_006.zip,zip,zip,12,13,0,1,1,consecutive_neighbor
PAIR_POS_000888,FRAG_000955,FRAG_000956,FRAG_000955.bin,FRAG_000956.bin,sample_png_018.png,sample_png_018.png,png,png,10,11,0,1,1,consecutive_neighbor
PAIR_NEG_000820,FRAG_000107,FRAG_001310,FRAG_000107.bin,FRAG_001310.bin,sample_jpeg_012.jpg,sample_text_020.txt,jpeg,text,8,8,0,0,0,negative_diff_type
PAIR_POS_000813,FRAG_000871,FRAG_000872,FRAG_000871.bin,FRAG_000872.bin,sample_png_009.png,sample_png_009.png,png,png,2,3,0,0,1,consecutive_neighbor
PAIR_POS_000098,FRAG_000109,FRAG_000110,FRAG_000109.bin,FRAG_000110.bin,sample_jpeg_012.jpg,sample_jpeg_012.jpg,jpeg,jpeg,10,11,0,0,1,consecutive_neighbor
PAIR_POS_000004,FRAG_000004,FRAG_000005,FRAG_000004.bin,FRAG_000005.bin,sample_jpeg_001.jpeg,sample_jpeg_001.jpeg,jpeg,jpeg,3,4,0,0,1,consecutive_neighbor
PAIR_NEG_001223,FRAG_000726,FRAG_000887,FRAG_000726.bin,FRAG_000887.bin,sample_pdf_022.pdf,sample_png_010.png,pdf,png,6,6,0,1,0,negative_diff_type
PAIR_NEG_000949,FRAG_001631,FRAG_001082,FRAG_001631.bin,FRAG_001082.bin,sample_zip_025.zip,sample_text_004.json,zip,text,8,15,0,0,0,negative_diff_type
PAIR_NEG_001175,FRAG_000096,FRAG_000725,FRAG_000096.bin,FRAG_000725.bin,sample_jpeg_011.jpeg,sample_pdf_022.pdf,jpeg,pdf,4,5,0,0,0,negative_diff_type
PAIR_NEG_000784,FRAG_000147,FRAG_000774,FRAG_000147.bin,FRAG_000774.bin,sample_jpeg_016.jpeg,sample_pdf_025.pdf,jpeg,pdf,7,6,0,0,0,negative_diff_type
PAIR_NEG_001371,FRAG_000197,FRAG_001327,FRAG_000197.bin,FRAG_001327.bin,sample_jpeg_022.jpg,sample_text_022.log,jpeg,text,4,2,0,0,0,negative_diff_type
PAIR_NEG_000320,FRAG_001070,FRAG_001186,FRAG_001070.bin,FRAG_001186.bin,sample_text_004.json,sample_text_012.log,text,text,3,12,0,0,0,negative_same_type
PAIR_NEG_000114,FRAG_001421,FRAG_001407,FRAG_001421.bin,FRAG_001407.bin,sample_zip_006.zip,sample_zip_005.zip,zip,zip,11,6,0,0,0,negative_same_type
PAIR_NEG_001505,FRAG_000141,FRAG_001052,FRAG_000141.bin,FRAG_001052.bin,sample_jpeg_016.jpeg,sample_text_002.txt,jpeg,text,1,9,0,0,0,negative_diff_type
PAIR_NEG_001010,FRAG_000926,FRAG_000053,FRAG_000926.bin,FRAG_000053.bin,sample_png_015.png,sample_jpeg_007.jpg,png,jpeg,4,0,0,0,0,negative_diff_type
PAIR_NEG_000965,FRAG_001320,FRAG_000500,FRAG_001320.bin,FRAG_000500.bin,sample_text_021.csv,sample_pdf_012.pdf,text,pdf,2,17,0,0,0,negative_diff_type
PAIR_POS_000569,FRAG_000611,FRAG_000612,FRAG_000611.bin,FRAG_000612.bin,sample_pdf_018.pdf,sample_pdf_018.pdf,pdf,pdf,8,9,0,0,1,consecutive_neighbor
PAIR_NEG_001059,FRAG_000207,FRAG_000536,FRAG_000207.bin,FRAG_000536.bin,sample_jpeg_024.jpeg,sample_pdf_014.pdf,jpeg,pdf,2,9,0,0,0,negative_diff_type
PAIR_NEG_001436,FRAG_000994,FRAG_000210,FRAG_000994.bin,FRAG_000210.bin,sample_png_022.png,sample_jpeg_024.jpeg,png,jpeg,6,5,0,0,0,negative_diff_type
PAIR_POS_000896,FRAG_000964,FRAG_000965,FRAG_000964.bin,FRAG_000965.bin,sample_png_019.png,sample_png_019.png,png,png,7,8,0,0,1,consecutive_neighbor
PAIR_POS_000641,FRAG_000685,FRAG_000686,FRAG_000685.bin,FRAG_000686.bin,sample_pdf_020.pdf,sample_pdf_020.pdf,pdf,pdf,12,13,0,0,1,consecutive_neighbor
PAIR_POS_000696,FRAG_000743,FRAG_000744,FRAG_000743.bin,FRAG_000744.bin,sample_pdf_023.pdf,sample_pdf_023.pdf,pdf,pdf,1,2,0,0,1,consecutive_neighbor
PAIR_NEG_001370,FRAG_000218,FRAG_001629,FRAG_000218.bin,FRAG_001629.bin,sample_jpeg_025.jpg,sample_zip_025.zip,jpeg,zip,4,6,0,0,0,negative_diff_type
PAIR_POS_000586,FRAG_000628,FRAG_000629,FRAG_000628.bin,FRAG_000629.bin,sample_pdf_018.pdf,sample_pdf_018.pdf,pdf,pdf,25,26,0,0,1,consecutive_neighbor
PAIR_NEG_000595,FRAG_000135,FRAG_000140,FRAG_000135.bin,FRAG_000140.bin,sample_jpeg_015.jpeg,sample_jpeg_016.jpeg,jpeg,jpeg,10,0,0,0,0,negative_same_type
PAIR_POS_000021,FRAG_000022,FRAG_000023,FRAG_000022.bin,FRAG_000023.bin,sample_jpeg_002.jpeg,sample_jpeg_002.jpeg,jpeg,jpeg,8,9,0,0,1,consecutive_neighbor
PAIR_NEG_000245,FRAG_000759,FRAG_000501,FRAG_000759.bin,FRAG_000501.bin,sample_pdf_024.pdf,sample_pdf_012.pdf,pdf,pdf,4,18,0,0,0,negative_same_type
PAIR_POS_000477,FRAG_000513,FRAG_000514,FRAG_000513.bin,FRAG_000514.bin,sample_pdf_012.pdf,sample_pdf_012.pdf,pdf,pdf,30,31,0,0,1,consecutive_neighbor
PAIR_POS_001302,FRAG_001406,FRAG_001407,FRAG_001406.bin,FRAG_001407.bin,sample_zip_005.zip,sample_zip_005.zip,zip,zip,5,6,0,0,1,consecutive_neighbor
PAIR_POS_000318,FRAG_000348,FRAG_000349,FRAG_000348.bin,FRAG_000349.bin,sample_pdf_006.pdf,sample_pdf_006.pdf,pdf,pdf,0,1,1,0,1,consecutive_neighbor
